rainfall,river_level,humidity,temperature,soil_moisture,elevation,drainage,urbanization,flood
51.18,2.59,86.58,36.7,26.48,679.71,0.34,0.09,0
142.11,7.44,51.5,37.58,39.82,260.56,0.29,0.85,0
188.21,8.66,70.85,43.05,16.41,889.43,0.5,0.87,0
152.67,2.98,33.78,39.9,22.36,200.3,0.41,0.57,0
362.65,4.58,52.15,35.05,80.1,487.58,0.63,0.18,1
253.8,0.05,49.15,36.64,25.17,764.48,0.49,0.76,0
35.22,6.14,74.34,24.12,96.88,383.32,0.04,0.2,0
149.24,0.14,52.55,39.16,27.15,676.75,0.63,0.25,0
277.41,3.44,39.03,23.42,62.98,167.02,0.82,0.3,0
116.33,7.28,71.75,21.82,89.92,995.47,0.34,0.9,0
143.7,1.88,96.37,42.14,46.31,228.42,0.73,0.13,0
293.63,5.9,41.83,22.83,68.55,37.36,0.88,0.26,0
213.89,0.49,99.63,33.17,68.82,19.74,0.69,0.42,0
152.1,5.47,63.21,15.36,72.57,630.31,0.3,0.66,0
264.99,2.7,72.39,14.8,84.76,104.91,0.72,0.12,0
45.61,1.06,43.91,16.99,33.67,523.15,0.2,0.7,0
118.14,0.39,64.74,17.27,93.98,330.6,0.0,0.67,0
362.75,8.35,76.83,15.22,18.11,511.71,0.72,0.1,1
102.36,2.31,99.21,20.36,51.78,99.81,0.17,0.04,0
116.23,8.02,51.89,35.85,18.55,758.2,0.05,0.85,0
265.34,1.71,55.03,25.32,65.96,878.48,0.09,0.81,0
73.15,4.01,97.36,19.51,44.71,850.67,0.8,0.65,0
318.76,1.13,78.73,12.05,94.82,159.4,0.42,0.59,1
320.91,6.78,42.69,23.29,42.27,28.82,0.68,0.84,1
389.38,1.31,94.43,13.95,47.02,45.97,0.26,0.31,1
281.83,6.78,83.73,30.18,60.85,977.9,0.67,0.34,1
209.24,7.01,36.67,33.16,32.37,345.75,0.68,0.38,0
335.61,5.58,99.15,11.91,67.91,156.93,0.85,0.85,1
347.77,0.75,64.42,18.43,97.31,50.35,0.22,0.64,1
161.31,2.35,62.14,38.04,50.33,856.59,0.45,0.12,0
198.95,6.53,37.19,24.43,60.14,0.17,0.09,0.6,1
247.63,3.05,65.58,17.24,70.43,950.36,0.36,0.05,0
89.17,4.54,69.21,31.69,52.58,657.17,0.72,0.11,0
303.73,2.22,53.89,39.05,96.8,291.98,0.52,0.7,0
18.31,1.64,39.83,35.09,74.94,106.96,0.61,0.19,0
372.09,3.93,61.99,37.35,74.51,107.77,0.41,0.93,1
334.99,5.89,84.05,25.77,69.26,956.19,0.13,0.5,1
212.15,0.49,95.47,39.36,53.46,508.33,0.92,0.18,0
231.42,7.3,38.99,23.56,64.05,882.7,0.5,0.38,0
391.8,9.16,83.37,19.58,96.72,970.49,0.45,0.13,1
165.1,7.0,82.39,20.46,73.13,860.71,0.71,0.94,0
253.03,2.01,73.69,20.17,41.08,672.37,0.98,0.65,0
383.33,5.04,78.6,21.28,20.39,352.24,0.48,0.57,1
266.86,4.17,82.35,39.45,35.73,847.3,0.81,0.52,0
10.11,1.45,76.92,17.0,77.52,160.94,0.29,0.25,0
335.75,6.91,50.66,36.38,12.91,814.03,0.1,0.87,1
295.8,8.65,81.97,29.64,31.38,784.31,0.8,0.29,1
265.8,9.26,57.13,43.48,97.82,312.65,0.55,0.01,1
100.54,6.21,84.66,40.45,84.7,911.49,0.7,0.65,0
302.04,5.47,72.24,37.17,96.79,294.18,0.18,0.68,1
74.79,1.74,65.97,23.2,48.57,556.6,0.13,0.58,0
102.01,3.31,79.68,15.42,23.83,322.63,0.05,0.93,0
246.24,6.62,64.34,30.04,42.23,784.03,0.32,0.22,0
73.55,0.68,65.36,24.56,58.33,91.95,0.22,0.21,0
132.75,3.61,45.29,36.34,57.74,996.63,0.82,0.98,0
3.52,6.69,61.2,41.66,65.23,621.13,0.96,0.68,0
128.37,9.16,96.15,23.51,58.62,282.83,0.91,0.82,0
149.98,8.03,61.19,11.53,90.85,192.51,0.51,0.95,1
66.96,9.56,67.66,10.26,15.89,670.34,0.77,0.86,0
169.68,1.04,67.64,34.6,97.86,775.21,0.65,0.94,0
298.76,1.54,62.15,21.61,17.88,54.27,0.79,0.56,0
229.98,2.28,48.11,23.58,66.72,433.03,0.02,0.67,0
213.93,6.41,73.28,36.46,62.7,700.88,0.07,0.93,1
42.45,7.87,51.09,13.03,78.87,437.68,0.4,0.66,0
189.6,5.33,39.55,23.68,81.77,545.72,0.96,0.14,0
270.92,9.14,85.65,35.53,43.58,949.47,0.55,0.56,1
49.29,0.05,71.77,28.8,95.23,304.69,0.75,0.9,0
137.54,4.13,75.22,27.94,24.49,220.79,0.83,0.19,0
72.54,8.0,89.66,39.8,93.91,994.31,0.46,0.55,0
116.26,0.67,36.87,35.4,53.85,330.85,0.13,0.66,0
40.02,6.2,93.01,21.12,50.56,616.34,0.31,0.58,0
226.22,3.64,52.14,24.99,10.43,246.18,0.22,0.74,0
174.45,8.4,39.4,35.65,89.01,462.85,0.36,0.31,1
220.67,1.76,72.46,39.46,87.28,140.0,0.54,0.26,0
354.53,0.76,35.28,10.65,55.65,31.19,0.58,0.41,0
236.01,9.06,68.61,29.02,99.89,472.1,0.78,0.37,1
89.32,7.72,81.33,20.18,51.82,510.41,0.4,0.5,0
265.07,8.48,86.46,31.49,24.93,514.14,0.45,0.18,1
379.48,6.59,97.74,35.76,53.52,358.8,0.22,0.49,1
25.14,3.69,33.0,17.24,91.7,361.25,0.47,0.45,0
18.57,9.81,52.68,34.63,56.92,829.65,0.83,0.26,0
217.74,1.74,75.76,22.79,68.8,835.47,0.52,0.38,0
362.9,5.16,54.7,40.37,53.82,482.11,0.6,0.5,1
55.59,1.66,35.4,32.52,29.04,186.91,0.36,0.72,0
47.33,2.3,86.78,35.21,53.34,478.81,0.21,0.16,0
333.35,0.22,33.02,30.07,24.5,629.54,0.04,0.57,0
22.36,2.58,42.6,43.54,63.94,563.6,0.02,0.72,0
264.7,2.83,36.0,25.72,99.35,867.3,0.17,0.83,0
240.34,7.95,87.43,16.37,69.37,264.52,0.72,0.34,1
181.39,5.91,46.09,23.49,19.77,202.35,0.86,0.5,0
167.92,1.5,36.74,26.66,65.33,39.04,0.78,0.5,0
47.01,4.82,39.12,31.12,84.48,896.97,0.77,0.65,0
208.82,3.7,33.04,28.54,30.65,802.3,0.79,0.38,0
235.62,7.41,83.31,34.38,18.79,133.88,0.48,0.23,1
343.62,2.83,91.37,24.3,27.01,709.15,0.79,0.58,0
47.13,0.07,75.82,34.07,38.43,362.27,0.15,0.65,0
101.45,8.55,59.65,22.8,34.8,680.61,0.75,0.41,0
313.52,4.82,55.91,29.42,32.84,306.65,0.34,0.71,1
294.31,8.55,76.15,36.17,50.19,699.31,0.16,0.21,1
160.22,3.38,68.54,34.4,73.61,160.74,0.96,0.01,0
36.44,1.45,94.81,25.24,15.77,221.77,0.08,0.04,0
153.73,9.84,72.98,28.24,74.04,597.47,0.95,0.82,1
256.12,4.39,44.12,32.99,82.35,286.01,0.03,0.6,1
206.33,2.32,41.86,11.26,31.53,0.29,0.16,1.0,0
311.87,3.53,57.66,30.51,56.6,736.93,0.07,0.09,0
113.8,8.3,94.05,22.18,96.7,276.51,0.61,0.19,0
371.89,5.75,48.28,24.25,19.58,72.39,0.29,0.95,1
321.18,9.57,91.33,38.46,61.74,694.19,0.97,0.56,1
307.99,7.57,97.29,26.06,51.46,586.83,0.03,0.12,1
27.02,6.34,99.59,33.69,30.69,315.73,0.96,0.52,0
3.89,8.32,47.38,13.26,70.63,821.07,0.08,0.93,0
190.62,3.54,92.6,19.42,95.24,683.11,0.91,0.5,0
79.87,7.35,91.09,17.24,28.25,249.7,0.62,0.16,0
42.68,9.2,77.31,33.22,65.24,764.24,0.54,0.04,0
192.92,6.21,64.46,44.49,90.73,868.77,0.49,0.98,0
366.4,2.8,45.55,30.18,14.87,799.27,0.48,0.54,0
200.99,3.94,78.04,16.12,97.89,698.24,0.46,0.69,0
4.73,2.11,70.67,21.39,65.15,259.7,0.55,0.24,0
188.54,6.13,55.61,27.46,28.95,700.71,0.37,0.85,0
111.85,1.8,39.18,30.16,30.57,99.87,0.27,0.24,0
172.89,3.81,40.21,43.57,23.46,805.67,0.18,0.5,0
398.22,8.49,66.19,35.22,80.68,300.03,0.56,0.57,1
159.36,6.91,34.2,38.48,52.89,629.86,0.45,0.33,0
144.38,5.6,95.23,19.02,11.79,121.24,0.87,0.96,0
79.58,5.76,75.44,16.11,80.23,355.11,0.67,0.49,0
294.61,8.9,56.67,20.03,66.85,144.85,0.17,0.81,1
134.96,6.31,70.01,39.71,16.42,162.0,0.23,0.32,0
116.54,2.67,75.13,19.49,50.04,862.81,0.36,0.59,0
386.21,4.14,42.87,10.81,75.5,662.02,0.94,0.7,1
32.03,1.67,37.21,12.23,89.08,548.43,0.03,0.4,0
306.0,0.83,48.37,15.43,68.93,885.47,0.31,0.25,0
113.67,6.26,39.19,39.35,12.57,663.55,0.86,0.33,0
190.46,9.75,67.84,19.53,50.04,969.54,0.7,0.18,0
239.03,6.31,74.51,29.74,57.11,639.53,0.31,0.35,1
215.87,8.05,60.93,22.8,33.38,303.57,0.0,0.82,1
339.18,3.44,62.84,10.29,92.99,946.96,0.48,0.01,1
172.17,2.93,46.19,10.25,43.63,411.74,0.56,0.39,0
65.31,7.37,57.28,23.24,33.67,422.24,0.24,0.76,0
363.98,8.08,77.92,19.96,76.86,808.81,0.41,0.85,1
72.96,2.9,74.58,31.62,34.49,622.75,0.19,0.02,0
19.85,5.35,43.02,13.58,34.23,715.2,0.73,0.23,0
60.27,4.94,53.93,20.91,81.95,997.96,0.46,0.79,0
132.1,8.44,96.62,11.96,79.81,71.38,0.47,0.19,1
336.62,8.17,87.98,14.27,79.13,248.96,0.77,0.44,1
295.05,0.34,62.26,36.98,56.9,982.12,0.47,0.68,0
124.84,3.23,74.04,11.48,94.37,520.93,0.25,0.64,0
79.49,8.88,90.46,17.62,20.16,632.91,0.32,0.17,0
110.44,1.2,85.24,10.31,13.78,783.48,0.48,0.6,0
148.56,0.89,41.04,13.2,65.68,930.85,1.0,0.63,0
23.91,6.45,79.09,37.7,21.32,232.67,0.98,0.79,0
302.68,8.06,60.71,16.75,72.03,358.17,0.13,0.9,1
194.12,4.38,50.63,34.4,27.08,186.63,0.35,0.73,0
110.13,8.31,94.01,29.41,16.2,155.03,0.3,0.26,0
146.85,0.01,74.66,23.27,26.7,18.72,0.86,0.78,0
95.51,7.21,76.08,28.86,44.87,524.07,0.5,0.55,0
245.22,3.23,74.86,13.87,57.09,66.68,0.84,0.13,0
349.4,2.02,63.98,13.46,61.39,836.3,0.66,0.53,0
280.53,2.56,55.64,31.21,16.38,930.21,0.21,0.49,0
355.91,0.8,86.07,12.12,60.22,938.24,0.42,0.37,0
283.37,8.24,48.61,11.42,16.33,303.9,0.94,0.96,1
38.85,7.25,67.22,16.63,57.36,248.76,0.63,0.18,0
299.68,4.15,37.39,32.35,42.22,458.72,0.67,0.88,0
66.72,1.8,58.11,21.81,24.24,998.43,0.44,0.35,0
126.06,9.91,52.73,23.01,78.78,430.59,0.73,0.61,0
225.26,2.14,83.6,42.42,32.87,961.65,0.45,0.4,0
290.53,9.83,71.7,28.12,99.41,301.84,0.3,0.22,1
342.29,0.22,87.54,34.14,34.84,553.66,0.56,0.93,0
61.89,0.38,54.9,14.84,43.04,582.16,0.23,0.81,0
36.76,4.0,94.25,35.7,75.12,792.9,0.17,0.83,0
275.84,5.76,93.54,30.83,37.04,730.79,0.58,0.08,0
22.37,7.71,54.36,38.6,47.49,867.83,0.87,0.23,0
261.11,6.02,30.8,37.21,44.42,304.78,0.04,0.54,1
59.83,5.02,45.46,11.77,75.84,392.88,0.45,0.6,0
201.89,2.22,50.28,23.8,21.9,82.55,0.57,0.05,0
159.68,0.85,65.13,37.08,21.73,134.87,0.56,0.49,0
260.9,1.96,73.12,35.75,32.16,71.64,0.78,0.32,0
369.66,0.9,77.02,24.82,41.35,320.74,0.59,0.02,0
121.93,9.88,73.14,44.66,49.8,145.82,0.04,0.82,1
79.87,3.74,83.04,39.85,20.11,54.54,0.95,0.93,0
347.5,8.2,30.96,34.28,20.02,450.06,0.02,0.21,1
215.2,2.04,66.63,19.05,53.47,729.92,0.14,0.7,0
7.36,5.83,76.45,11.52,25.33,284.01,0.79,0.62,0
21.23,6.55,30.58,23.6,34.42,852.08,0.66,0.86,0
7.63,8.67,75.46,18.09,44.26,976.61,0.1,0.32,0
346.71,5.32,43.05,27.52,51.22,926.35,0.02,0.25,1
211.77,3.34,57.54,15.5,41.21,351.91,0.63,0.24,0
391.3,5.01,86.83,31.9,89.08,890.4,0.81,0.03,1
221.98,2.8,40.62,41.4,69.12,87.8,0.38,0.96,0
244.98,6.26,45.92,18.41,23.75,970.54,0.91,0.33,0
216.89,2.07,39.7,28.95,82.01,862.59,0.31,0.71,0
209.52,1.35,99.7,44.15,23.06,933.03,0.92,0.32,0
222.94,9.49,38.29,21.12,89.17,727.08,0.77,0.88,1
165.62,4.11,61.01,42.68,90.47,933.25,0.27,0.78,0
42.71,1.85,83.37,31.42,34.02,567.04,0.23,0.23,0
274.95,3.59,78.17,26.68,55.21,604.71,0.71,0.37,0
340.85,4.91,39.63,16.76,12.9,764.54,0.02,0.27,1
165.22,7.42,99.18,36.52,15.95,927.1,0.99,0.87,0
195.98,3.25,62.03,18.64,46.44,41.83,0.74,0.38,0
125.16,6.12,81.97,30.78,57.27,875.78,0.79,0.52,0
180.64,8.27,32.97,44.85,56.68,395.61,0.74,0.56,0
206.45,6.31,33.45,20.19,45.82,304.55,0.83,0.46,0
168.98,6.13,33.82,28.09,22.8,829.89,0.45,0.72,0
45.27,7.79,95.65,34.36,22.18,413.56,0.45,0.18,0
236.13,7.13,44.14,25.91,32.51,691.72,0.91,0.8,0
287.35,1.24,37.99,25.73,42.66,523.82,0.38,0.79,0
204.67,9.5,56.51,23.32,79.14,912.25,0.57,0.66,1
60.04,8.69,42.52,34.92,47.76,309.52,0.77,0.45,0
250.58,1.18,39.21,17.1,66.03,253.11,0.46,0.86,0
217.4,0.06,91.79,18.33,63.0,475.71,0.41,0.08,0
240.04,2.45,68.31,31.69,60.18,825.25,0.05,0.15,0
261.31,0.37,89.77,33.34,85.42,298.44,0.92,0.05,0
166.78,1.78,77.05,31.39,72.24,594.97,0.79,0.18,0
182.14,5.79,95.2,13.26,36.94,368.57,0.38,0.07,0
170.93,5.5,50.5,14.71,72.52,274.42,0.53,0.52,0
278.33,6.12,37.65,35.54,66.61,987.19,0.48,0.69,0
373.56,9.86,50.1,31.31,38.48,525.39,1.0,0.35,1
51.89,5.63,66.38,32.12,54.33,179.91,0.61,0.71,0
391.7,0.02,31.68,31.89,20.61,848.07,0.8,1.0,0
165.62,3.34,69.23,32.31,11.02,201.19,0.28,0.79,0
123.11,5.07,52.67,10.21,71.73,341.36,0.72,0.62,0
11.65,1.76,53.14,21.83,70.52,916.16,0.8,0.65,0
192.6,6.27,92.44,28.79,40.16,783.99,0.41,0.74,0
334.04,2.99,80.75,21.04,58.23,208.26,0.69,0.8,1
355.21,3.54,97.87,19.82,12.81,983.62,0.63,0.84,1
228.39,3.9,71.66,40.26,77.64,705.27,0.31,0.03,0
165.55,4.97,46.63,25.82,95.57,216.14,0.3,0.11,0
313.98,7.78,93.93,25.53,12.24,482.66,0.5,0.19,1
369.45,7.32,66.65,37.14,22.9,871.8,0.82,0.94,1
270.69,1.33,80.72,26.08,74.23,522.34,0.0,0.93,1
274.82,5.94,36.1,26.34,14.15,520.58,0.66,0.31,0
231.02,3.12,92.45,21.23,27.33,276.65,0.32,0.44,0
47.06,1.49,49.15,10.53,66.07,514.06,0.21,0.35,0
127.39,1.42,79.3,19.91,32.03,71.24,0.61,0.34,0
177.46,1.3,62.95,33.64,19.53,53.8,0.43,0.18,0
238.45,5.93,88.53,34.48,65.47,312.44,0.82,0.71,1
268.35,5.33,98.16,36.45,51.91,131.8,0.81,0.92,1
187.31,4.56,77.91,34.86,51.89,231.69,0.22,0.86,0
246.78,9.13,57.45,34.49,69.87,788.78,0.88,0.45,1
12.11,4.75,54.6,26.14,25.37,767.94,0.6,0.13,0
41.17,8.18,85.77,21.41,68.45,792.43,0.53,0.4,0
165.38,6.21,68.36,44.09,44.54,340.71,0.81,0.59,0
313.73,4.35,85.11,29.06,31.25,662.61,0.08,0.93,1
229.68,4.87,71.45,26.2,59.96,822.02,0.18,0.96,1
27.84,1.09,86.98,37.0,44.1,494.3,0.66,0.09,0
326.81,8.87,93.23,32.26,10.02,146.73,0.15,0.53,1
155.99,5.78,43.7,33.85,38.49,570.28,0.91,0.3,0
377.33,4.35,98.78,22.05,18.04,8.12,0.99,0.4,1
51.02,2.94,55.85,29.21,14.78,703.35,0.82,0.36,0
344.5,8.66,46.47,34.58,45.48,318.13,0.38,0.38,1
218.05,6.62,63.24,16.59,44.61,924.48,0.84,0.15,0
398.98,6.7,39.4,12.51,11.41,721.34,0.49,0.44,1
396.09,0.85,74.96,24.55,51.04,788.93,0.6,0.43,0
71.92,5.09,68.64,25.75,41.98,185.79,0.6,0.58,0
338.72,2.37,65.12,24.38,59.15,366.97,0.98,0.57,0
281.95,1.13,63.71,34.17,22.79,731.29,0.98,0.98,0
311.55,4.65,35.48,41.15,17.96,472.45,0.74,0.96,0
31.23,6.34,85.87,20.94,14.75,343.55,0.78,0.47,0
205.07,4.69,81.37,24.74,96.45,798.22,0.29,0.04,0
369.15,7.49,80.89,29.73,15.53,473.16,0.17,0.05,1
396.15,8.09,73.7,20.04,17.43,505.6,0.85,0.28,1
53.02,2.81,90.05,10.5,20.04,174.61,0.59,0.15,0
178.66,8.08,48.29,34.53,53.64,799.37,0.86,0.34,0
33.76,1.45,95.38,15.4,54.64,993.59,0.77,0.24,0
176.07,6.38,44.76,35.7,41.06,642.26,0.76,0.12,0
67.04,3.99,51.1,36.12,77.72,532.52,0.38,0.71,0
189.84,1.45,90.92,10.42,93.45,448.82,0.68,0.96,0
273.15,0.41,94.24,32.31,96.06,431.79,0.92,0.86,0
133.99,2.67,36.88,32.9,45.2,773.15,0.75,0.73,0
235.49,1.95,53.62,34.16,26.19,547.61,0.67,0.83,0
4.78,0.98,37.27,25.61,29.75,283.3,0.19,0.02,0
36.78,9.39,75.96,39.24,95.54,638.08,0.71,0.12,0
342.58,1.3,75.95,41.5,60.95,967.17,0.9,0.7,0
101.33,4.67,95.53,32.36,93.04,276.38,0.43,0.9,0
307.95,3.23,41.34,12.59,79.94,382.8,0.33,0.06,0
382.24,2.65,60.84,27.21,93.57,610.3,0.18,0.49,1
57.55,7.69,45.29,32.52,92.13,715.4,0.1,0.07,0
228.54,2.51,61.21,41.38,23.4,640.34,0.93,0.66,0
106.57,7.0,93.32,30.11,56.38,939.91,0.49,0.44,0
337.62,7.81,84.98,28.9,10.3,954.16,0.82,0.48,1
226.9,9.35,55.12,33.86,46.06,632.27,0.96,0.09,0
213.85,9.61,35.63,26.09,78.99,647.79,0.18,0.04,1
153.67,1.91,78.71,41.38,66.76,359.26,0.08,0.63,0
294.13,1.4,43.52,35.19,63.37,489.23,0.06,0.54,0
123.09,5.34,88.4,25.73,99.63,37.04,0.06,0.79,1
17.13,1.18,86.5,33.36,51.25,678.08,0.87,0.15,0
231.74,9.25,32.58,14.96,68.84,471.22,0.92,0.05,0
280.52,1.31,42.06,11.75,37.66,793.7,0.46,0.17,0
236.42,8.18,37.44,27.4,81.93,220.57,0.8,0.43,1
324.61,9.82,77.49,21.35,97.83,575.97,0.14,0.84,1
317.24,7.64,71.52,21.74,20.87,141.24,0.42,0.7,1
221.36,4.39,94.8,11.42,19.0,847.37,0.61,0.78,0
6.25,4.87,30.44,16.28,18.02,651.76,0.89,0.42,0
322.96,7.73,78.47,17.22,67.58,523.09,0.41,0.94,1
244.22,0.38,42.6,27.5,95.53,627.19,0.78,0.35,0
1.83,2.36,38.23,28.56,18.61,361.9,0.76,0.54,0
87.71,7.7,76.15,19.67,27.43,796.61,0.69,0.97,0
189.77,1.76,76.91,11.51,68.04,285.06,0.43,0.33,0
322.06,7.58,33.03,35.91,93.24,175.89,0.79,0.49,1
46.43,8.95,80.5,30.74,39.34,198.75,0.68,0.33,0
311.59,3.26,36.86,35.82,88.29,375.53,0.22,0.47,1
193.76,8.9,40.15,42.48,50.95,387.33,0.14,0.72,1
252.81,9.76,44.15,14.45,72.3,59.65,0.14,0.85,1
183.43,1.71,54.05,41.02,64.33,789.55,0.64,0.61,0
67.97,9.7,89.85,13.03,87.13,489.21,1.0,0.59,0
334.8,2.79,81.1,35.77,32.2,327.3,0.58,0.89,1
236.71,1.49,70.16,10.18,98.22,40.06,0.47,0.77,0
13.45,5.31,63.55,37.93,83.92,452.44,0.24,0.56,0
4.97,7.32,96.5,14.64,36.62,647.64,0.09,0.48,0
121.93,7.03,90.05,36.16,12.2,454.84,0.77,0.87,0
162.14,7.9,55.93,26.25,67.01,860.38,0.07,0.89,1
133.16,0.33,59.81,19.44,95.15,542.44,0.79,0.79,0
32.38,8.81,81.5,11.92,95.08,674.65,0.89,0.11,0
146.24,6.19,55.59,16.13,60.29,67.01,0.71,0.2,0
392.5,2.39,37.95,26.75,94.52,580.12,0.96,0.21,0
298.01,2.25,54.69,19.36,71.22,277.15,0.06,0.35,1
194.49,5.27,38.59,34.84,71.05,532.86,0.29,0.62,0
319.96,9.45,86.62,42.93,15.91,891.9,0.46,0.08,1
359.18,2.88,96.96,13.83,34.83,697.08,0.5,0.87,1
208.28,6.27,50.52,43.94,58.73,132.03,0.35,0.44,0
257.87,2.92,34.41,40.51,30.91,947.45,0.64,0.41,0
137.12,6.46,52.84,30.77,72.72,841.91,0.45,0.3,0
52.78,7.89,42.02,19.1,53.58,970.72,0.77,0.05,0
141.25,4.56,41.65,42.34,74.06,285.25,0.97,0.84,0
277.14,6.66,40.74,18.33,13.7,316.63,0.13,0.26,1
73.8,5.62,32.43,21.09,40.95,372.91,0.54,0.16,0
120.62,9.2,58.32,27.48,23.08,458.04,0.32,0.0,0
295.4,9.76,53.19,34.69,52.65,289.83,0.94,0.98,1
229.49,1.47,69.57,41.74,49.79,689.15,0.73,0.9,0
55.77,5.51,51.57,24.06,85.68,445.97,0.09,0.06,0
256.53,5.83,45.55,42.75,35.01,22.55,0.54,0.45,0
268.62,0.87,65.83,16.81,38.6,605.08,0.94,0.91,0
144.43,1.48,89.77,22.94,43.55,284.65,0.35,0.98,0
349.72,0.88,80.95,25.55,99.33,803.69,0.29,0.81,1
388.14,4.24,92.75,14.88,62.85,86.08,0.21,0.47,1
347.01,9.87,34.63,43.6,78.05,88.45,0.41,0.91,1
165.81,5.56,79.72,36.43,22.32,186.01,0.38,0.55,0
16.89,8.26,88.42,20.64,60.34,463.45,0.03,0.0,0
105.07,9.56,88.4,26.54,68.84,892.69,0.42,0.49,0
275.14,2.45,38.35,19.7,99.49,66.72,0.75,0.58,0
226.23,8.68,73.96,26.66,72.48,119.58,0.51,0.58,1
338.11,1.63,34.1,21.19,89.05,135.5,0.16,0.27,1
167.81,9.12,54.92,20.14,57.67,936.32,0.51,0.77,0
73.3,0.95,82.68,29.03,88.52,826.82,0.68,0.3,0
274.18,6.88,36.71,30.3,84.1,12.9,0.52,0.37,1
193.96,3.4,93.76,13.58,23.91,221.11,0.19,0.9,0
245.37,8.31,66.8,28.62,59.6,756.31,0.11,0.46,1
30.56,8.19,94.64,26.78,38.04,362.57,0.82,0.89,0
239.06,7.64,53.94,34.85,12.59,814.57,0.22,0.86,1
56.94,2.27,38.77,14.56,17.07,690.82,0.78,0.08,0
309.88,7.57,32.98,13.77,81.37,513.48,0.06,0.12,1
101.2,0.66,76.73,36.41,80.41,920.1,0.21,0.9,0
73.91,3.52,36.35,39.61,94.77,948.79,0.35,0.16,0
200.25,7.29,46.93,29.96,18.92,578.13,0.01,0.22,0
76.62,2.82,93.12,28.8,97.62,98.69,0.21,0.5,0
283.1,3.66,71.26,25.39,96.2,180.85,0.35,0.38,1
85.71,2.28,37.9,44.46,21.13,110.32,0.14,0.76,0
281.89,5.57,32.84,21.48,20.42,283.61,0.6,0.31,0
390.47,4.44,68.77,20.17,86.98,188.78,0.07,0.84,1
190.27,6.79,42.55,44.96,54.25,105.17,0.44,0.66,0
34.0,1.43,58.04,30.67,19.15,925.29,0.98,0.06,0
390.08,3.39,71.65,44.67,21.05,838.11,0.73,0.28,0
285.4,5.82,49.11,37.63,67.94,400.24,0.48,0.6,1
161.78,4.85,49.52,36.88,19.72,250.69,0.5,0.63,0
53.84,1.0,33.7,12.39,71.03,972.07,0.38,0.68,0
61.09,6.22,36.74,12.68,77.64,767.57,0.79,0.2,0
264.84,4.9,48.32,22.03,87.37,546.62,0.95,0.03,0
172.16,9.15,56.85,21.01,43.87,459.66,0.03,0.56,1
344.14,3.03,79.42,27.2,22.1,715.72,0.49,0.11,0
270.01,6.6,77.98,30.03,52.83,854.35,0.51,0.39,1
197.88,9.71,73.19,22.35,98.0,320.48,0.03,0.05,1
334.77,3.49,81.94,10.94,90.22,341.26,0.1,0.35,1
142.95,3.51,76.29,18.67,68.33,592.53,0.91,0.07,0
121.96,3.38,31.38,21.41,51.48,863.37,0.57,0.9,0
106.65,6.96,71.16,44.5,44.0,390.3,0.57,0.81,0
40.02,6.75,53.52,27.6,78.84,339.54,0.61,0.36,0
174.4,4.97,89.31,37.55,85.63,535.83,0.29,0.05,0
398.49,4.02,45.81,36.0,18.28,844.19,0.09,0.34,1
26.91,8.01,63.27,17.34,81.61,651.54,0.3,0.8,0
173.16,5.4,44.01,24.08,66.25,453.23,0.76,0.18,0
7.44,7.03,90.39,30.19,29.17,962.12,0.74,0.47,0
374.87,5.33,73.01,36.92,49.04,566.12,0.63,0.52,1
145.71,1.48,40.53,33.99,37.02,435.39,0.32,0.83,0
25.77,2.04,58.87,38.83,68.14,256.45,0.6,0.41,0
45.42,1.92,47.19,38.95,51.77,559.83,0.44,0.65,0
14.8,1.59,39.55,19.04,82.32,658.67,0.18,0.85,0
385.51,4.86,31.39,40.09,17.55,601.6,0.87,0.9,0
162.8,3.63,76.02,13.16,94.88,724.23,0.14,0.11,0
293.79,9.33,66.54,39.01,95.47,931.56,0.25,0.88,1
95.23,1.22,86.47,21.53,62.59,389.95,0.75,0.24,0
169.15,1.44,42.26,43.95,49.55,254.31,0.59,0.49,0
149.88,9.49,52.15,24.83,71.45,963.32,0.88,0.94,0
145.2,7.16,87.5,10.74,97.01,605.81,0.84,0.66,0
376.34,6.91,85.22,18.39,59.75,309.27,0.96,0.36,1
324.9,1.22,90.69,40.02,44.96,909.79,0.39,0.98,0
102.21,0.9,87.59,18.24,28.93,890.25,0.92,0.63,0
351.79,7.67,58.44,11.19,87.98,823.2,0.94,0.47,1
165.18,8.41,80.22,40.69,83.82,824.4,0.7,0.51,0
140.74,6.02,86.94,35.82,50.79,27.35,0.05,0.64,0
252.06,7.91,39.53,24.02,66.55,313.72,0.08,0.16,1
206.55,9.7,88.14,36.71,86.23,685.75,0.79,0.32,1
191.35,7.35,48.25,34.06,84.41,799.53,0.2,0.41,0
72.76,8.76,96.13,40.95,30.2,948.11,0.92,0.65,0
250.65,9.07,98.19,16.94,73.11,168.76,0.4,0.43,1
104.06,0.89,55.75,43.15,20.56,718.58,0.44,0.92,0
181.48,6.74,38.3,34.97,27.15,861.94,0.78,0.29,0
197.67,1.3,89.94,31.0,99.57,282.97,0.68,0.42,0
163.41,1.46,50.31,19.16,65.59,907.33,0.37,0.68,0
183.27,0.1,39.32,21.31,72.37,686.85,0.71,0.71,0
294.44,2.56,36.67,12.06,39.96,234.84,0.91,1.0,0
375.73,9.67,71.88,36.19,14.1,253.66,0.62,0.3,1
